RNB_QBNRPPPKPPPP___________P____________p________ppppppprnbkqbnr,-3
R_BKQBNRPPP_PPPP__N________P____________p________ppppppprnbkqbnr,7
R_BKQBNRPPP_PPPP__N________P____________p________ppppppprnbkqbnr,7
R_BKQBNRPPPNPPPP___________P____________p________ppppppprnbkqbnr,4
R_BKQBNRPPPNPPPP___________P____________p________ppppppprnbkqbnr,4
R_BKQBNRPPP_PPPPN__________P____________p________ppppppprnbkqbnr,8
R_BKQBNRPPP_PPPPN__________P____________p________ppppppprnbkqbnr,8
RNBKQB_RPPP_PPPP_______N___P____________p________ppppppprnbkqbnr,9
RNBKQB_RPPP_PPPP_______N___P____________p________ppppppprnbkqbnr,9
RNBKQB_RPPP_PPPP_____N_____P____________p________ppppppprnbkqbnr,11
RNBKQB_RPPP_PPPP_____N_____P____________p________ppppppprnbkqbnr,11
RN_KQBNRPPPBPPPP___________P____________p________ppppppprnbkqbnr,7
RN_KQBNRPPPBPPPP___________P____________p________ppppppprnbkqbnr,7
RN_KQBNRPPP_PPPP____B______P____________p________ppppppprnbkqbnr,6
RN_KQBNRPPP_PPPP____B______P____________p________ppppppprnbkqbnr,6
RN_KQBNRPPP_PPPP___________P_B__________p________ppppppprnbkqbnr,11
RN_KQBNRPPP_PPPP___________P_B__________p________ppppppprnbkqbnr,11
RN_KQBNRPPP_PPPP___________P__________B_p________ppppppprnbkqbnr,12
RN_KQBNRPPP_PPPP___________P__________B_p________ppppppprnbkqbnr,12
RN_KQBNRPPP_PPPP___________P____________p______B_ppppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P____________p______B_ppppppprnbkqbnr,10
RNBK_BNRPPPQPPPP___________P____________p________ppppppprnbkqbnr,8
RNBK_BNRPPPQPPPP___________P____________p________ppppppprnbkqbnr,8
RNBK_BNRPPP_PPPP__Q________P____________p________ppppppprnbkqbnr,16
RNBK_BNRPPP_PPPP__Q________P____________p________ppppppprnbkqbnr,16
RNBK_BNRPPP_PPPP_________Q_P____________p________ppppppprnbkqbnr,17
RNBK_BNRPPP_PPPP_________Q_P____________p________ppppppprnbkqbnr,17
RNBK_BNRPPP_PPPP___________P____Q_______p________ppppppprnbkqbnr,21
RNBK_BNRPPP_PPPP___________P____Q_______p________ppppppprnbkqbnr,21
RNBKQBNRPPP_PPPP___________P____________p________ppppppprnbkqbnr,21
RNB_QBNRPPPKPPPP___________P____p________________ppppppprnbkqbnr,-5
RNB_QBNRPPPKPPPP___________P____p________________ppppppprnbkqbnr,-5
R_BKQBNRPPP_PPPP__N________P____p________________ppppppprnbkqbnr,5
R_BKQBNRPPP_PPPP__N________P____p________________ppppppprnbkqbnr,5
R_BKQBNRPPPNPPPP___________P____p________________ppppppprnbkqbnr,2
R_BKQBNRPPPNPPPP___________P____p________________ppppppprnbkqbnr,2
R_BKQBNRPPP_PPPPN__________P____p________________ppppppprnbkqbnr,6
R_BKQBNRPPP_PPPPN__________P____p________________ppppppprnbkqbnr,6
RNBKQB_RPPP_PPPP_______N___P____p________________ppppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_______N___P____p________________ppppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_____N_____P____p________________ppppppprnbkqbnr,9
RNBKQB_RPPP_PPPP_____N_____P____p________________ppppppprnbkqbnr,9
RN_KQBNRPPPBPPPP___________P____p________________ppppppprnbkqbnr,5
RN_KQBNRPPPBPPPP___________P____p________________ppppppprnbkqbnr,5
RN_KQBNRPPP_PPPP____B______P____p________________ppppppprnbkqbnr,4
RN_KQBNRPPP_PPPP____B______P____p________________ppppppprnbkqbnr,4
RN_KQBNRPPP_PPPP___________P_B__p________________ppppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P_B__p________________ppppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P____p_____B__________ppppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P____p_____B__________ppppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P____p______________B_ppppppprnbkqbnr,8
RN_KQBNRPPP_PPPP___________P____p______________B_ppppppprnbkqbnr,8
RNBK_BNRPPPQPPPP___________P____p________________ppppppprnbkqbnr,6
RNBK_BNRPPPQPPPP___________P____p________________ppppppprnbkqbnr,6
RNBK_BNRPPP_PPPP__Q________P____p________________ppppppprnbkqbnr,14
RNBK_BNRPPP_PPPP__Q________P____p________________ppppppprnbkqbnr,14
RNBK_BNRPPP_PPPP_________Q_P____p________________ppppppprnbkqbnr,15
RNBK_BNRPPP_PPPP_________Q_P____p________________ppppppprnbkqbnr,15
RNBK_BNRPPP_PPPP___________P____Q________________ppppppprnbkqbnr,70
RNBK_BNRPPP_PPPP___________P____Q________________ppppppprnbkqbnr,70
RNBKQBNRPPP_PPPP___________P____p________________ppppppprnbkqbnr,70
RNB_QBNRPPPKPPPP___________P_____________p______p_pppppprnbkqbnr,-5
RNB_QBNRPPPKPPPP___________P_____________p______p_pppppprnbkqbnr,-5
R_BKQBNRPPP_PPPP__N________P_____________p______p_pppppprnbkqbnr,5
R_BKQBNRPPP_PPPP__N________P_____________p______p_pppppprnbkqbnr,5
R_BKQBNRPPPNPPPP___________P_____________p______p_pppppprnbkqbnr,2
R_BKQBNRPPPNPPPP___________P_____________p______p_pppppprnbkqbnr,2
R_BKQBNRPPP_PPPPN__________P_____________p______p_pppppprnbkqbnr,6
R_BKQBNRPPP_PPPPN__________P_____________p______p_pppppprnbkqbnr,6
RNBKQB_RPPP_PPPP_______N___P_____________p______p_pppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_______N___P_____________p______p_pppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_____N_____P_____________p______p_pppppprnbkqbnr,9
RNBKQB_RPPP_PPPP_____N_____P_____________p______p_pppppprnbkqbnr,9
RN_KQBNRPPPBPPPP___________P_____________p______p_pppppprnbkqbnr,5
RN_KQBNRPPPBPPPP___________P_____________p______p_pppppprnbkqbnr,5
RN_KQBNRPPP_PPPP____B______P_____________p______p_pppppprnbkqbnr,4
RN_KQBNRPPP_PPPP____B______P_____________p______p_pppppprnbkqbnr,4
RN_KQBNRPPP_PPPP___________P_B___________p______p_pppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P_B___________p______p_pppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P__________B__p______p_pppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P__________B__p______p_pppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P_____________p_____Bp_pppppprnbkqbnr,8
RN_KQBNRPPP_PPPP___________P_____________p_____Bp_pppppprnbkqbnr,8
RNBK_BNRPPPQPPPP___________P_____________p______p_pppppprnbkqbnr,6
RNBK_BNRPPPQPPPP___________P_____________p______p_pppppprnbkqbnr,6
RNBK_BNRPPP_PPPP__Q________P_____________p______p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP__Q________P_____________p______p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP_________Q_P_____________p______p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP_________Q_P_____________p______p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP___________P____Q________p______p_pppppprnbkqbnr,18
RNBK_BNRPPP_PPPP___________P____Q________p______p_pppppprnbkqbnr,18
RNBKQBNR_PP_PPPPP__________P_____________p______p_pppppprnbkqbnr,6
RNBKQBNR_PP_PPPPP__________P_____________p______p_pppppprnbkqbnr,6
RNBKQBNR_PP_PPPP________P__P_____________p______p_pppppprnbkqbnr,8
RNBKQBNR_PP_PPPP________P__P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRP_P_PPPP_P_________P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRP_P_PPPP_P_________P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRP_P_PPPP_________P_P_____________p______p_pppppprnbkqbnr,6
RNBKQBNRP_P_PPPP_________P_P_____________p______p_pppppprnbkqbnr,6
RNBKQBNRPP__PPPP__P________P_____________p______p_pppppprnbkqbnr,1
RNBKQBNRPP__PPPP__P________P_____________p______p_pppppprnbkqbnr,1
RNBKQBNRPP__PPPP__________PP_____________p______p_pppppprnbkqbnr,5
RNBKQBNRPP__PPPP__________PP_____________p______p_pppppprnbkqbnr,5
RNBKQBNRPPP_PPPP___________________P_____p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPPP___________________P_____p______p_pppppprnbkqbnr,8
RNBKQBNRPPP__PPP____P______P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP__PPP____P______P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP__PPP___________PP____________p______p_pppppprnbkqbnr,13
RNBKQBNRPPP__PPP___________PP____________p______p_pppppprnbkqbnr,13
RNBKQBNRPPP_P_PP_____P_____P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_P_PP_____P_____P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_P_PP___________P_P___________p______p_pppppprnbkqbnr,6
RNBKQBNRPPP_P_PP___________P_P___________p______p_pppppprnbkqbnr,6
RNBKQBNRPPP_PP_P______P____P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P______P____P_____________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P___________P__P__________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P___________P__P__________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPP________P___P_____________p______p_pppppprnbkqbnr,6
RNBKQBNRPPP_PPP________P___P_____________p______p_pppppprnbkqbnr,6
RNBKQBNRPPP_PPP____________P___P_________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPP____________P___P_________p______p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPPP___________P_____________p______p_pppppprnbkqbnr,18
RNB_QBNRPPPKPPPP___________P_____p______________p_pppppprnbkqbnr,-5
RNB_QBNRPPPKPPPP___________P_____p______________p_pppppprnbkqbnr,-5
R_BKQBNRPPP_PPPP__N________P_____p______________p_pppppprnbkqbnr,5
R_BKQBNRPPP_PPPP__N________P_____p______________p_pppppprnbkqbnr,5
R_BKQBNRPPPNPPPP___________P_____p______________p_pppppprnbkqbnr,2
R_BKQBNRPPPNPPPP___________P_____p______________p_pppppprnbkqbnr,2
R_BKQBNRPPP_PPPPN__________P_____p______________p_pppppprnbkqbnr,6
R_BKQBNRPPP_PPPPN__________P_____p______________p_pppppprnbkqbnr,6
RNBKQB_RPPP_PPPP_______N___P_____p______________p_pppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_______N___P_____p______________p_pppppprnbkqbnr,7
RNBKQB_RPPP_PPPP_____N_____P_____p______________p_pppppprnbkqbnr,9
RNBKQB_RPPP_PPPP_____N_____P_____p______________p_pppppprnbkqbnr,9
RN_KQBNRPPPBPPPP___________P_____p______________p_pppppprnbkqbnr,5
RN_KQBNRPPPBPPPP___________P_____p______________p_pppppprnbkqbnr,5
RN_KQBNRPPP_PPPP____B______P_____p______________p_pppppprnbkqbnr,4
RN_KQBNRPPP_PPPP____B______P_____p______________p_pppppprnbkqbnr,4
RN_KQBNRPPP_PPPP___________P_B___p______________p_pppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P_B___p______________p_pppppprnbkqbnr,9
RN_KQBNRPPP_PPPP___________P_____p____B_________p_pppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P_____p____B_________p_pppppprnbkqbnr,10
RN_KQBNRPPP_PPPP___________P_____p_____________Bp_pppppprnbkqbnr,8
RN_KQBNRPPP_PPPP___________P_____p_____________Bp_pppppprnbkqbnr,8
RNBK_BNRPPPQPPPP___________P_____p______________p_pppppprnbkqbnr,6
RNBK_BNRPPPQPPPP___________P_____p______________p_pppppprnbkqbnr,6
RNBK_BNRPPP_PPPP__Q________P_____p______________p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP__Q________P_____p______________p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP_________Q_P_____p______________p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP_________Q_P_____p______________p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP___________P____Qp______________p_pppppprnbkqbnr,14
RNBK_BNRPPP_PPPP___________P____Qp______________p_pppppprnbkqbnr,14
RNBKQBNR_PP_PPPPP__________P_____p______________p_pppppprnbkqbnr,6
RNBKQBNR_PP_PPPPP__________P_____p______________p_pppppprnbkqbnr,6
RNBKQBNR_PP_PPPP________P__P_____p______________p_pppppprnbkqbnr,7
RNBKQBNR_PP_PPPP________P__P_____p______________p_pppppprnbkqbnr,7
RNBKQBNRP_P_PPPP_P_________P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRP_P_PPPP_P_________P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRP_P_PPPP_________P_P_____p______________p_pppppprnbkqbnr,6
RNBKQBNRP_P_PPPP_________P_P_____p______________p_pppppprnbkqbnr,6
RNBKQBNRPP__PPPP__P________P_____p______________p_pppppprnbkqbnr,1
RNBKQBNRPP__PPPP__P________P_____p______________p_pppppprnbkqbnr,1
RNBKQBNRPP__PPPP__________PP_____p______________p_pppppprnbkqbnr,5
RNBKQBNRPP__PPPP__________PP_____p______________p_pppppprnbkqbnr,5
RNBKQBNRPPP_PPPP_________________p_P____________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPPP_________________p_P____________p_pppppprnbkqbnr,8
RNBKQBNRPPP__PPP____P______P_____p______________p_pppppprnbkqbnr,7
RNBKQBNRPPP__PPP____P______P_____p______________p_pppppprnbkqbnr,7
RNBKQBNRPPP__PPP___________PP____p______________p_pppppprnbkqbnr,12
RNBKQBNRPPP__PPP___________PP____p______________p_pppppprnbkqbnr,12
RNBKQBNRPPP_P_PP_____P_____P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_P_PP_____P_____P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_P_PP___________P_P___p______________p_pppppprnbkqbnr,6
RNBKQBNRPPP_P_PP___________P_P___p______________p_pppppprnbkqbnr,6
RNBKQBNRPPP_PP_P______P____P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P______P____P_____p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P___________P__P__p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PP_P___________P__P__p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPP________P___P_____p______________p_pppppprnbkqbnr,6
RNBKQBNRPPP_PPP________P___P_____p______________p_pppppprnbkqbnr,6
RNBKQBNRPPP_PPP____________P___P_p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPP____________P___P_p______________p_pppppprnbkqbnr,8
RNBKQBNRPPP_PPPP___________P_____p______________p_pppppprnbkqbnr,14
RNB_QBNRPPPKPPPP___________P______________p_____pp_ppppprnbkqbnr,-1
RNB_QBNRPPPKPPPP___________P______________p_____pp_ppppprnbkqbnr,-1
R_BKQBNRPPP_PPPP__N________P______________p_____pp_ppppprnbkqbnr,9
R_BKQBNRPPP_PPPP__N________P______________p_____pp_ppppprnbkqbnr,9
R_BKQBNRPPPNPPPP___________P______________p_____pp_ppppprnbkqbnr,6
R_BKQBNRPPPNPPPP___________P______________p_____pp_ppppprnbkqbnr,6
R_BKQBNRPPP_PPPPN__________P______________p_____pp_ppppprnbkqbnr,10
R_BKQBNRPPP_PPPPN__________P______________p_____pp_ppppprnbkqbnr,10
RNBKQB_RPPP_PPPP_______N___P______________p_____pp_ppppprnbkqbnr,11
RNBKQB_RPPP_PPPP_______N___P______________p_____pp_ppppprnbkqbnr,11
RNBKQB_RPPP_PPPP_____N_____P______________p_____pp_ppppprnbkqbnr,13
RNBKQB_RPPP_PPPP_____N_____P______________p_____pp_ppppprnbkqbnr,13
RN_KQBNRPPPBPPPP___________P______________p_____pp_ppppprnbkqbnr,9
RN_KQBNRPPPBPPPP___________P______________p_____pp_ppppprnbkqbnr,9
RN_KQBNRPPP_PPPP____B______P______________p_____pp_ppppprnbkqbnr,8
