R__KQB_RPPP_PPP____________PN__P___pN_B______q__ppp__ppprnbk_bnr,53
R__KQB_RPPP_PPP____________P___P_N_pN_B______q__ppp__ppprnbk_bnr,55
R__KQB_RPPP_PPP____________P___P_N_pN_B______q__ppp__ppprnbk_bnr,55
R__KQB_RPPP_PPP_________N__P___P___pN_B______q__ppp__ppprnbk_bnr,51
R__KQB_RPPP_PPP_________N__P___P___pN_B______q__ppp__ppprnbk_bnr,51
RN_KQB_RPPP_PPP____________P___P___pN_B______q__ppp__ppprnbk_bnr,50
RN_KQB_RPPP_PPP____________P___P___pN_B______q__ppp__ppprnbk_bnr,50
R__KQB_RPPP_PPP___N________P___P___p__B______q__ppp__Npprnbk_bnr,124
R__KQB_RPPP_PPP___N________P___P___p__B______q__ppp__Npprnbk_bnr,124
R__KQB_RPPP_PPP___N________P___P___pN_B______q__ppp__ppprnbk_bnr,124
R___QB_RPPPKPPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,52
R___QB_RPPPKPPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,52
R_K_QB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
R_K_QB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
_R_KQB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
_R_KQB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
__RKQB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,52
__RKQB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,52
R__KQB__PPP_PPPR__N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
R__KQB__PPP_PPPR__N________P___P___pN_B_____qp__ppp___pprnbk_bnr,51
R__KQB__PPP_PPP___N____R___P___P___pN_B_____qp__ppp___pprnbk_bnr,55
R__KQB__PPP_PPP___N____R___P___P___pN_B_____qp__ppp___pprnbk_bnr,55
R__KQBR_PPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,50
R__KQBR_PPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,50
R__KQB_RPPP_PPP____________P___P___NN_B_____qp__ppp___pprnbk_bnr,109
R__KQB_RPPP_PPP____________P___P___NN_B_____qp__ppp___pprnbk_bnr,109
R__KQB_RPPP_PPP____________PN__P___pN_B_____qp__ppp___pprnbk_bnr,56
R__KQB_RPPP_PPP____________PN__P___pN_B_____qp__ppp___pprnbk_bnr,56
R__KQB_RPPP_PPP____________P___P_N_pN_B_____qp__ppp___pprnbk_bnr,58
R__KQB_RPPP_PPP____________P___P_N_pN_B_____qp__ppp___pprnbk_bnr,58
R__KQB_RPPP_PPP_________N__P___P___pN_B_____qp__ppp___pprnbk_bnr,54
R__KQB_RPPP_PPP_________N__P___P___pN_B_____qp__ppp___pprnbk_bnr,54
RN_KQB_RPPP_PPP____________P___P___pN_B_____qp__ppp___pprnbk_bnr,53
RN_KQB_RPPP_PPP____________P___P___pN_B_____qp__ppp___pprnbk_bnr,53
R__KQB_RPPP_PPP___N________P___P___p__B_____qp__ppp__Npprnbk_bnr,77
R__KQB_RPPP_PPP___N________P___P___p__B_____qp__ppp__Npprnbk_bnr,77
R__KQB_RPPP_PPP___N________P___P___p__B_____qpN_ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___N________P___P___p__B_____qpN_ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___N__N_____P___P___p__B_____qp__ppp___pprnbk_bnr,44
R__KQB_RPPP_PPP___N__N_____P___P___p__B_____qp__ppp___pprnbk_bnr,44
R__KQB_RPPP_PPP___N________P__NP___p__B_____qp__ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___N________P__NP___p__B_____qp__ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___N________P___P___p__B_____qp__pppN__pprnbk_bnr,48
R__KQB_RPPP_PPP___N________P___P___p__B_____qp__pppN__pprnbk_bnr,48
R__KQB_RPPP_PPP___N________P___P___p__B___N_qp__ppp___pprnbk_bnr,82
R__KQB_RPPP_PPP___N________P___P___p__B___N_qp__ppp___pprnbk_bnr,82
R__KQB_RPPP_PPP___NN_______P___P___p__B_____qp__ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___NN_______P___P___p__B_____qp__ppp___pprnbk_bnr,47
R__KQB_RPPP_PPP___N_______NP___P___p__B_____qp__ppp___pprnbk_bnr,48
R__KQB_RPPP_PPP___N_______NP___P___p__B_____qp__ppp___pprnbk_bnr,48
R__KQB_RPPP_PPP___N________P___P___pN_______qp_Bppp___pprnbk_bnr,53
R__KQB_RPPP_PPP___N________P___P___pN_______qp_Bppp___pprnbk_bnr,53
R__KQB_RPPP_PPP___N________P_B_P___pN_______qp__ppp___pprnbk_bnr,52
R__KQB_RPPP_PPP___N________P_B_P___pN_______qp__ppp___pprnbk_bnr,52
R__KQB_RPPP_PPP___N_B______P___P___pN_______qp__ppp___pprnbk_bnr,49
R__KQB_RPPP_PPP___N_B______P___P___pN_______qp__ppp___pprnbk_bnr,49
R__KQB_RPPPBPPP___N________P___P___pN_______qp__ppp___pprnbk_bnr,51
R__KQB_RPPPBPPP___N________P___P___pN_______qp__ppp___pprnbk_bnr,51
R_BKQB_RPPP_PPP___N________P___P___pN_______qp__ppp___pprnbk_bnr,51
R_BKQB_RPPP_PPP___N________P___P___pN_______qp__ppp___pprnbk_bnr,51
R__KQB_RPPP_PPP___N________P___P___pN_______qB__ppp___pprnbk_bnr,129
R__KQB_RPPP_PPP___N________P___P___pN_______qB__ppp___pprnbk_bnr,129
R__KQB_RPPP_PPP___N________P___P___pN_B_____qp__ppp___pprnbk_bnr,129
R___QB_RPPPKPPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
R___QB_RPPPKPPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
R_K_QB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
R_K_QB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
_R_KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
_R_KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
__RKQB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
__RKQB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB__PPP_PPPR__N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
R__KQB__PPP_PPPR__N_______NP___P___p__B_____q___pppk_ppprnb__bnr,51
R__KQB__PPP_PPP___N____R__NP___P___p__B_____q___pppk_ppprnb__bnr,55
R__KQB__PPP_PPP___N____R__NP___P___p__B_____q___pppk_ppprnb__bnr,55
R__KQBR_PPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,50
R__KQBR_PPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,50
R__KQB_RPPP_PPP___________NP___P___N__B_____q___pppk_ppprnb__bnr,109
R__KQB_RPPP_PPP___________NP___P___N__B_____q___pppk_ppprnb__bnr,109
R__KQB_RPPP_PPP___________NPN__P___p__B_____q___pppk_ppprnb__bnr,57
R__KQB_RPPP_PPP___________NPN__P___p__B_____q___pppk_ppprnb__bnr,57
R__KQB_RPPP_PPP___________NP___P_N_p__B_____q___pppk_ppprnb__bnr,57
R__KQB_RPPP_PPP___________NP___P_N_p__B_____q___pppk_ppprnb__bnr,57
R__KQB_RPPP_PPP_________N_NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_PPP_________N_NP___P___p__B_____q___pppk_ppprnb__bnr,53
RN_KQB_RPPP_PPP___________NP___P___p__B_____q___pppk_ppprnb__bnr,52
RN_KQB_RPPP_PPP___________NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB_RPPP_PPP___N________P___P___p__B____Nq___pppk_ppprnb__bnr,59
R__KQB_RPPP_PPP___N________P___P___p__B____Nq___pppk_ppprnb__bnr,59
R__KQB_RPPP_PPP___N________P___P___pN_B_____q___pppk_ppprnb__bnr,87
R__KQB_RPPP_PPP___N________P___P___pN_B_____q___pppk_ppprnb__bnr,87
R__KQB_RPPPNPPP___N________P___P___p__B_____q___pppk_ppprnb__bnr,49
R__KQB_RPPPNPPP___N________P___P___p__B_____q___pppk_ppprnb__bnr,49
R__KQB_RPPP_PPP___N_N______P___P___p__B_____q___pppk_ppprnb__bnr,46
R__KQB_RPPP_PPP___N_N______P___P___p__B_____q___pppk_ppprnb__bnr,46
R__KQB_RPPP_PPP___N________P___P___p__B__N__q___pppk_ppprnb__bnr,84
R__KQB_RPPP_PPP___N________P___P___p__B__N__q___pppk_ppprnb__bnr,84
R__KQB_RPPP_PPP___N________P___PN__p__B_____q___pppk_ppprnb__bnr,51
R__KQB_RPPP_PPP___N________P___PN__p__B_____q___pppk_ppprnb__bnr,51
R__KQB_RPPP_PPP_N_N________P___P___p__B_____q___pppk_ppprnb__bnr,47
R__KQB_RPPP_PPP_N_N________P___P___p__B_____q___pppk_ppprnb__bnr,47
R__KQB_RPPP_PPP___N_______NP___P___p________q__Bpppk_ppprnb__bnr,50
R__KQB_RPPP_PPP___N_______NP___P___p________q__Bpppk_ppprnb__bnr,50
R__KQB_RPPP_PPP___N_______NP_B_P___p________q___pppk_ppprnb__bnr,52
R__KQB_RPPP_PPP___N_______NP_B_P___p________q___pppk_ppprnb__bnr,52
R__KQB_RPPP_PPP___N_B_____NP___P___p________q___pppk_ppprnb__bnr,46
R__KQB_RPPP_PPP___N_B_____NP___P___p________q___pppk_ppprnb__bnr,46
R__KQB_RPPPBPPP___N_______NP___P___p________q___pppk_ppprnb__bnr,47
R__KQB_RPPPBPPP___N_______NP___P___p________q___pppk_ppprnb__bnr,47
R_BKQB_RPPP_PPP___N_______NP___P___p________q___pppk_ppprnb__bnr,48
R_BKQB_RPPP_PPP___N_______NP___P___p________q___pppk_ppprnb__bnr,48
R__KQB_RPPP_PPP___N_______NP___P___p________qB__pppk_ppprnb__bnr,51
R__KQB_RPPP_PPP___N_______NP___P___p________qB__pppk_ppprnb__bnr,51
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppkBppprnb__bnr,56
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppkBppprnb__bnr,56
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppk_ppprnbB_bnr,47
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppk_ppprnbB_bnr,47
R__K_B_RPPPQPPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__K_B_RPPPQPPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_R_PP_PPP_P_N_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB_R_PP_PPP_P_N_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB_R_PP_PPP___N_____P_NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_R_PP_PPP___N_____P_NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RP_P_PPP__PN_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB_RP_P_PPP__PN_______NP___P___p__B_____q___pppk_ppprnb__bnr,52
R__KQB_RP_P_PPP___N______PNP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RP_P_PPP___N______PNP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP__PP___N_P_____NP___P___p__B_____q___pppk_ppprnb__bnr,51
R__KQB_RPPP__PP___N_P_____NP___P___p__B_____q___pppk_ppprnb__bnr,51
R__KQB_RPPP__PP___N_______NPP__P___p__B_____q___pppk_ppprnb__bnr,56
R__KQB_RPPP__PP___N_______NPP__P___p__B_____q___pppk_ppprnb__bnr,56
R__KQB_RPPP_P_P___N__P____NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_P_P___N__P____NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_P_P___N_______NP_P_P___p__B_____q___pppk_ppprnb__bnr,49
R__KQB_RPPP_P_P___N_______NP_P_P___p__B_____q___pppk_ppprnb__bnr,49
R__KQB_RPPP_PP____N___P___NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_PP____N___P___NP___P___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_PP____N_______NP__PP___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_PP____N_______NP__PP___p__B_____q___pppk_ppprnb__bnr,53
R__KQB_RPPP_PPP___N_______NP_______p__BP____q___pppk_ppprnb__bnr,55
R__KQB_RPPP_PPP___N_______NP_______p__BP____q___pppk_ppprnb__bnr,55
R__KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppk_ppprnb__bnr,109
R___QB_RPPPKPPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R___QB_RPPPKPPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R_K_QB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R_K_QB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
_R_KQB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
_R_KQB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
__RKQB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
__RKQB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB__PPP_PPPR__N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB__PPP_PPPR__N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB__PPP_PPP___N____R__NP___P___p__B___n_q___ppp__pppr_b_kbnr,51
R__KQB__PPP_PPP___N____R__NP___P___p__B___n_q___ppp__pppr_b_kbnr,51
R__KQBR_PPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,46
R__KQBR_PPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,46
R__KQB_RPPP_PPP___________NP___P___N__B___n_q___ppp__pppr_b_kbnr,105
R__KQB_RPPP_PPP___________NP___P___N__B___n_q___ppp__pppr_b_kbnr,105
R__KQB_RPPP_PPP___________NPN__P___p__B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPP_PPP___________NPN__P___p__B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPP_PPP___________NP___P_N_p__B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPP_PPP___________NP___P_N_p__B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPP_PPP_________N_NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PPP_________N_NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
RN_KQB_RPPP_PPP___________NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
RN_KQB_RPPP_PPP___________NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB_RPPP_PPP___N________P___P___p__B___nNq___ppp__pppr_b_kbnr,82
R__KQB_RPPP_PPP___N________P___P___p__B___nNq___ppp__pppr_b_kbnr,82
R__KQB_RPPP_PPP___N________P___P___pN_B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPP_PPP___N________P___P___pN_B___n_q___ppp__pppr_b_kbnr,53
R__KQB_RPPPNPPP___N________P___P___p__B___n_q___ppp__pppr_b_kbnr,45
R__KQB_RPPPNPPP___N________P___P___p__B___n_q___ppp__pppr_b_kbnr,45
R__KQB_RPPP_PPP___N_N______P___P___p__B___n_q___ppp__pppr_b_kbnr,42
R__KQB_RPPP_PPP___N_N______P___P___p__B___n_q___ppp__pppr_b_kbnr,42
R__KQB_RPPP_PPP___N________P___P___p__B__Nn_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PPP___N________P___P___p__B__Nn_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PPP___N________P___PN__p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB_RPPP_PPP___N________P___PN__p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB_RPPP_PPP_N_N________P___P___p__B___n_q___ppp__pppr_b_kbnr,43
R__KQB_RPPP_PPP_N_N________P___P___p__B___n_q___ppp__pppr_b_kbnr,43
R__KQB_RPPP_PPP___N_______NP___P___p______n_q__Bppp__pppr_b_kbnr,46
R__KQB_RPPP_PPP___N_______NP___P___p______n_q__Bppp__pppr_b_kbnr,46
R__KQB_RPPP_PPP___N_______NP_B_P___p______n_q___ppp__pppr_b_kbnr,48
R__KQB_RPPP_PPP___N_______NP_B_P___p______n_q___ppp__pppr_b_kbnr,48
R__KQB_RPPP_PPP___N_B_____NP___P___p______n_q___ppp__pppr_b_kbnr,42
R__KQB_RPPP_PPP___N_B_____NP___P___p______n_q___ppp__pppr_b_kbnr,42
R__KQB_RPPPBPPP___N_______NP___P___p______n_q___ppp__pppr_b_kbnr,43
R__KQB_RPPPBPPP___N_______NP___P___p______n_q___ppp__pppr_b_kbnr,43
R_BKQB_RPPP_PPP___N_______NP___P___p______n_q___ppp__pppr_b_kbnr,44
R_BKQB_RPPP_PPP___N_______NP___P___p______n_q___ppp__pppr_b_kbnr,44
R__KQB_RPPP_PPP___N_______NP___P___p______n_qB__ppp__pppr_b_kbnr,47
R__KQB_RPPP_PPP___N_______NP___P___p______n_qB__ppp__pppr_b_kbnr,47
R__KQB_RPPP_PPP___N_______NP___P___p______n_q___ppp_Bpppr_b_kbnr,51
R__KQB_RPPP_PPP___N_______NP___P___p______n_q___ppp_Bpppr_b_kbnr,51
R__KQB_RPPP_PPP___N_______NP___P___p______n_q___ppp__pppr_bBkbnr,43
R__KQB_RPPP_PPP___N_______NP___P___p______n_q___ppp__pppr_bBkbnr,43
R__K_B_RPPPQPPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__K_B_RPPPQPPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_R_PP_PPP_P_N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB_R_PP_PPP_P_N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB_R_PP_PPP___N_____P_NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_R_PP_PPP___N_____P_NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RP_P_PPP__PN_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB_RP_P_PPP__PN_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,48
R__KQB_RP_P_PPP___N______PNP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RP_P_PPP___N______PNP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP__PP___N_P_____NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB_RPPP__PP___N_P_____NP___P___p__B___n_q___ppp__pppr_b_kbnr,47
R__KQB_RPPP__PP___N_______NPP__P___p__B___n_q___ppp__pppr_b_kbnr,52
R__KQB_RPPP__PP___N_______NPP__P___p__B___n_q___ppp__pppr_b_kbnr,52
R__KQB_RPPP_P_P___N__P____NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_P_P___N__P____NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_P_P___N_______NP_P_P___p__B___n_q___ppp__pppr_b_kbnr,45
R__KQB_RPPP_P_P___N_______NP_P_P___p__B___n_q___ppp__pppr_b_kbnr,45
R__KQB_RPPP_PP____N___P___NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PP____N___P___NP___P___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PP____N_______NP__PP___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PP____N_______NP__PP___p__B___n_q___ppp__pppr_b_kbnr,49
R__KQB_RPPP_PPP___N_______NP_______p__BP__n_q___ppp__pppr_b_kbnr,51
R__KQB_RPPP_PPP___N_______NP_______p__BP__n_q___ppp__pppr_b_kbnr,51
R__KQB_RPPP_PPP___N_______NP___P___p__B___n_q___ppp__pppr_b_kbnr,105
R___QB_RPPPKPPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R___QB_RPPPKPPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R_K_QB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R_K_QB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
_R_KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
_R_KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
__RKQB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
__RKQB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB__PPP_PPPR__N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R__KQB__PPP_PPPR__N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R__KQB__PPP_PPP___N____R__NP___P___p__B_____q___pppn_pppr_b_kbnr,49
R__KQB__PPP_PPP___N____R__NP___P___p__B_____q___pppn_pppr_b_kbnr,49
R__KQBR_PPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,44
R__KQBR_PPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,44
R__KQB_RPPP_PPP___________NP___P___N__B_____q___pppn_pppr_b_kbnr,103
R__KQB_RPPP_PPP___________NP___P___N__B_____q___pppn_pppr_b_kbnr,103
R__KQB_RPPP_PPP___________NPN__P___p__B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPP_PPP___________NPN__P___p__B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPP_PPP___________NP___P_N_p__B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPP_PPP___________NP___P_N_p__B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPP_PPP_________N_NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_PPP_________N_NP___P___p__B_____q___pppn_pppr_b_kbnr,47
RN_KQB_RPPP_PPP___________NP___P___p__B_____q___pppn_pppr_b_kbnr,46
RN_KQB_RPPP_PPP___________NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB_RPPP_PPP___N________P___P___p__B____Nq___pppn_pppr_b_kbnr,83
R__KQB_RPPP_PPP___N________P___P___p__B____Nq___pppn_pppr_b_kbnr,83
R__KQB_RPPP_PPP___N________P___P___pN_B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPP_PPP___N________P___P___pN_B_____q___pppn_pppr_b_kbnr,51
R__KQB_RPPPNPPP___N________P___P___p__B_____q___pppn_pppr_b_kbnr,43
R__KQB_RPPPNPPP___N________P___P___p__B_____q___pppn_pppr_b_kbnr,43
R__KQB_RPPP_PPP___N_N______P___P___p__B_____q___pppn_pppr_b_kbnr,40
R__KQB_RPPP_PPP___N_N______P___P___p__B_____q___pppn_pppr_b_kbnr,40
R__KQB_RPPP_PPP___N________P___P___p__B__N__q___pppn_pppr_b_kbnr,48
R__KQB_RPPP_PPP___N________P___P___p__B__N__q___pppn_pppr_b_kbnr,48
R__KQB_RPPP_PPP___N________P___PN__p__B_____q___pppn_pppr_b_kbnr,45
R__KQB_RPPP_PPP___N________P___PN__p__B_____q___pppn_pppr_b_kbnr,45
R__KQB_RPPP_PPP_N_N________P___P___p__B_____q___pppn_pppr_b_kbnr,41
R__KQB_RPPP_PPP_N_N________P___P___p__B_____q___pppn_pppr_b_kbnr,41
R__KQB_RPPP_PPP___N_______NP___P___p________q__Bpppn_pppr_b_kbnr,44
R__KQB_RPPP_PPP___N_______NP___P___p________q__Bpppn_pppr_b_kbnr,44
R__KQB_RPPP_PPP___N_______NP_B_P___p________q___pppn_pppr_b_kbnr,46
R__KQB_RPPP_PPP___N_______NP_B_P___p________q___pppn_pppr_b_kbnr,46
R__KQB_RPPP_PPP___N_B_____NP___P___p________q___pppn_pppr_b_kbnr,40
R__KQB_RPPP_PPP___N_B_____NP___P___p________q___pppn_pppr_b_kbnr,40
R__KQB_RPPPBPPP___N_______NP___P___p________q___pppn_pppr_b_kbnr,41
R__KQB_RPPPBPPP___N_______NP___P___p________q___pppn_pppr_b_kbnr,41
R_BKQB_RPPP_PPP___N_______NP___P___p________q___pppn_pppr_b_kbnr,42
R_BKQB_RPPP_PPP___N_______NP___P___p________q___pppn_pppr_b_kbnr,42
R__KQB_RPPP_PPP___N_______NP___P___p________qB__pppn_pppr_b_kbnr,45
R__KQB_RPPP_PPP___N_______NP___P___p________qB__pppn_pppr_b_kbnr,45
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppnBpppr_b_kbnr,49
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppnBpppr_b_kbnr,49
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppn_pppr_bBkbnr,41
R__KQB_RPPP_PPP___N_______NP___P___p________q___pppn_pppr_bBkbnr,41
R__K_B_RPPPQPPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__K_B_RPPPQPPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_R_PP_PPP_P_N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB_R_PP_PPP_P_N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB_R_PP_PPP___N_____P_NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_R_PP_PPP___N_____P_NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RP_P_PPP__PN_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB_RP_P_PPP__PN_______NP___P___p__B_____q___pppn_pppr_b_kbnr,46
R__KQB_RP_P_PPP___N______PNP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RP_P_PPP___N______PNP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP__PP___N_P_____NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R__KQB_RPPP__PP___N_P_____NP___P___p__B_____q___pppn_pppr_b_kbnr,45
R__KQB_RPPP__PP___N_______NPP__P___p__B_____q___pppn_pppr_b_kbnr,50
R__KQB_RPPP__PP___N_______NPP__P___p__B_____q___pppn_pppr_b_kbnr,50
R__KQB_RPPP_P_P___N__P____NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_P_P___N__P____NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_P_P___N_______NP_P_P___p__B_____q___pppn_pppr_b_kbnr,43
R__KQB_RPPP_P_P___N_______NP_P_P___p__B_____q___pppn_pppr_b_kbnr,43
R__KQB_RPPP_PP____N___P___NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_PP____N___P___NP___P___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_PP____N_______NP__PP___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_PP____N_______NP__PP___p__B_____q___pppn_pppr_b_kbnr,47
R__KQB_RPPP_PPP___N_______NP_______p__BP____q___pppn_pppr_b_kbnr,49
R__KQB_RPPP_PPP___N_______NP_______p__BP____q___pppn_pppr_b_kbnr,49
R__KQB_RPPP_PPP___N_______NP___P___p__B_____q___pppn_pppr_b_kbnr,103
R___QB_RPPPKPPP___N_______NP___P___p__B_n___q___ppp__pppr_b_kbnr,49
